time_sec,ear,mar,pitch,yaw,roll,drowsy,yawning,distracted,phone,fatigue_score
12.095,0.347,0.013,7.41,-6.01,-2.61,0,0,0,0,0.0
12.199,0.324,0.012,6.61,-5.71,-6.27,0,0,0,0,0.0
12.238,0.339,0.006,5.58,-5.02,-5.51,0,0,0,0,0.0
12.87,0.341,0.009,5.55,-4.91,-6.29,0,0,0,0,0.0
12.899,0.365,0.011,6.62,-4.96,-5.97,0,0,0,0,0.0
12.93,0.33,0.009,6.34,-4.6,-5.87,0,0,0,0,0.0
12.954,0.336,0.009,3.65,-4.78,-7.25,0,0,0,0,0.0
13.215,0.341,0.009,5.37,-4.89,-5.22,0,0,0,0,0.0
13.252,0.35,0.011,5.23,-4.08,-5.89,0,0,0,0,0.0
13.285,0.359,0.012,4.63,-5.08,-6.46,0,0,0,0,0.0
13.315,0.331,0.005,3.8,-4.35,-6.26,0,0,0,0,0.0
13.536,0.35,0.01,5.56,-3.9,-5.04,0,0,0,0,0.0
13.561,0.322,0.034,4.1,-3.97,-4.02,0,0,0,0,0.0
13.599,0.33,0.069,4.6,-3.1,-4.51,0,0,0,0,0.0
13.635,0.319,0.028,3.06,-3.94,-5.36,0,0,0,0,0.0
13.819,0.321,0.055,4.62,-3.67,-2.71,0,0,0,0,0.0
13.848,0.328,0.02,4.29,-3.45,-4.18,0,0,0,0,0.0
13.882,0.329,0.073,4.38,-3.99,-4.82,0,0,0,0,0.0
13.911,0.32,0.091,3.49,-3.49,-0.65,0,0,0,0,0.0
14.118,0.331,0.018,3.49,-3.48,-4.55,0,0,0,0,0.0
14.155,0.292,0.142,3.18,-4.1,-2.88,0,0,0,0,0.0
14.183,0.269,0.016,4.6,-4.0,-5.15,0,0,0,0,0.0
14.219,0.285,0.115,3.98,-4.17,-4.52,0,0,0,0,0.0
14.408,0.296,0.09,5.2,-4.17,-2.21,0,0,0,0,0.0
14.428,0.321,0.01,5.93,-4.09,0.26,0,0,0,0,0.0
14.456,0.325,0.014,6.21,-4.33,-1.84,0,0,0,0,0.0
14.479,0.301,0.015,6.42,-4.28,-2.03,0,0,0,0,0.0
14.627,0.317,0.01,6.3,-5.09,0.3,0,0,0,0,0.0
14.659,0.326,0.015,5.88,-5.43,-3.84,0,0,0,0,0.0
14.689,0.306,0.015,4.71,-5.69,-0.85,0,0,0,0,0.0
14.714,0.308,0.016,5.46,-5.48,2.82,0,0,0,0,0.0
14.908,0.324,0.011,6.16,-5.59,2.08,0,0,0,0,0.0
14.941,0.311,0.012,5.43,-6.12,0.17,0,0,0,0,0.0
14.974,0.319,0.009,6.94,-6.15,-0.08,0,0,0,0,0.0
15.0,0.327,0.014,6.86,-6.33,0.71,0,0,0,0,0.0
15.212,0.314,0.01,6.27,-5.75,0.91,0,0,0,0,0.0
15.243,0.316,0.009,6.97,-5.65,0.85,0,0,0,0,0.0
15.277,0.311,0.011,8.15,-5.5,1.87,0,0,0,0,0.0
15.314,0.31,0.015,6.36,-5.45,-0.32,0,0,0,0,0.0
15.485,0.309,0.014,6.43,-5.63,-0.78,0,0,0,0,0.0
15.513,0.318,0.013,5.66,-5.75,0.48,0,0,0,0,0.0
15.544,0.333,0.013,6.58,-5.71,-1.89,0,0,0,0,0.0
15.572,0.315,0.008,5.88,-6.42,1.28,0,0,0,0,0.0
15.719,0.294,0.013,6.34,-5.41,3.07,0,0,0,0,0.0
15.748,0.303,0.013,5.92,-6.4,1.12,0,0,0,0,0.0
15.772,0.324,0.018,6.49,-5.66,4.22,0,0,0,0,0.0
15.794,0.318,0.009,7.05,-5.54,1.48,0,0,0,0,0.0
15.951,0.313,0.014,6.4,-5.41,3.94,0,0,0,0,0.0
15.971,0.332,0.014,6.62,-5.46,2.68,0,0,0,0,0.0
16.002,0.322,0.014,5.97,-5.41,1.24,0,0,0,0,0.0
16.025,0.329,0.011,5.44,-4.97,1.7,0,0,0,0,0.0
16.188,0.326,0.011,6.79,-5.22,3.59,0,0,0,0,0.0
16.216,0.325,0.02,6.2,-5.4,3.08,0,0,0,0,0.0
16.246,0.33,0.015,7.02,-4.48,3.16,0,0,0,0,0.0
16.275,0.304,0.006,6.12,-5.27,2.9,0,0,0,0,0.0
16.425,0.326,0.012,6.75,-4.88,4.9,0,0,0,0,0.0
16.447,0.323,0.011,7.57,-4.53,3.96,0,0,0,0,0.0
16.475,0.313,0.009,5.84,-4.58,2.0,0,0,0,0,0.0
16.504,0.321,0.012,6.78,-4.77,4.14,0,0,0,0,0.0
16.671,0.32,0.019,7.16,-4.84,3.96,0,0,0,0,0.0
16.696,0.323,0.019,7.14,-5.17,6.98,0,0,0,0,0.0
16.726,0.341,0.011,5.85,-4.78,4.33,0,0,0,0,0.0
16.762,0.329,0.012,5.71,-5.44,5.08,0,0,0,0,0.0
16.93,0.322,0.023,6.69,-5.6,5.69,0,0,0,0,0.0
16.954,0.319,0.017,8.81,-6.88,8.38,0,0,0,0,0.0
16.976,0.32,0.013,8.23,-6.47,8.2,0,0,0,0,0.0
17.003,0.343,0.016,8.14,-6.69,7.32,0,0,0,0,0.0
17.171,0.319,0.006,7.25,-7.18,9.03,0,0,0,0,0.0
17.198,0.338,0.009,8.75,-7.7,7.54,0,0,0,0,0.0
17.228,0.337,0.01,9.09,-7.92,8.93,0,0,0,0,0.0
17.257,0.339,0.014,9.22,-8.33,8.66,0,0,0,0,0.0
17.444,0.326,0.014,1.4,-6.64,22.57,0,0,0,0,0.0
17.481,0.33,0.028,-1.3,-6.54,23.33,0,0,0,0,0.0
17.506,0.314,0.007,0.39,-6.77,22.1,0,0,0,0,0.0
17.541,0.265,0.012,11.75,-8.4,7.78,0,0,0,0,0.0
17.709,0.236,0.009,10.15,-10.16,7.28,0,0,0,0,2.4
17.744,0.284,0.009,12.9,-8.36,6.96,0,0,0,0,0.0
17.769,0.309,0.01,11.97,-8.33,8.04,0,0,0,0,0.0
17.802,0.315,0.014,11.68,-9.39,7.47,0,0,0,0,0.0
17.977,0.318,0.009,11.95,-9.54,7.9,0,0,0,0,0.0
18.0,0.33,0.01,13.94,-9.21,7.94,0,0,0,0,0.0
18.021,0.332,0.006,14.28,-9.34,8.35,0,0,0,0,0.0
18.046,0.313,0.009,13.49,-9.18,8.09,0,0,0,0,0.0
18.219,0.31,0.009,-5.23,-6.24,20.94,0,0,0,0,0.0
18.243,0.321,0.013,13.6,-8.74,7.29,0,0,0,0,0.0
18.261,0.324,0.013,15.81,-8.88,7.12,0,0,0,0,0.0
18.292,0.313,0.01,14.99,-8.83,6.43,0,0,0,0,0.0
18.453,0.353,0.009,16.65,-9.03,6.51,0,0,0,0,0.0
18.477,0.325,0.014,14.9,-8.45,6.62,0,0,0,0,0.0
18.503,0.326,0.018,16.4,-8.82,7.93,0,0,0,0,0.0
18.538,0.324,0.014,13.31,-8.92,5.99,0,0,0,0,0.0
18.686,0.341,0.01,15.81,-9.53,4.99,0,0,0,0,0.0
18.71,0.329,0.01,15.8,-8.61,4.79,0,0,0,0,0.0
18.742,0.302,0.01,14.75,-8.84,4.66,0,0,0,0,0.0
18.767,0.305,0.012,13.51,-9.3,4.31,0,0,0,0,0.0
18.937,0.328,0.005,-6.93,-5.67,20.07,0,0,0,0,0.0
18.965,0.301,0.008,14.4,-9.57,3.61,0,0,0,0,0.0
18.99,0.311,0.008,14.05,-9.35,4.63,0,0,0,0,0.0
19.024,0.301,0.008,-6.57,-5.9,20.58,0,0,0,0,0.0
19.213,0.316,0.012,-7.64,-5.8,19.26,0,0,0,0,0.0
19.25,0.317,0.011,15.92,-8.25,6.89,0,0,0,0,0.0
19.279,0.327,0.01,15.4,-8.96,5.82,0,0,0,0,0.0
19.31,0.325,0.007,15.04,-9.28,5.82,0,0,0,0,0.0
19.495,0.324,0.008,15.78,-8.85,7.72,0,0,0,0,0.0
19.532,0.322,0.016,15.58,-8.78,6.6,0,0,0,0,0.0
19.556,0.327,0.013,15.66,-9.6,4.67,0,0,0,0,0.0
19.578,0.328,0.014,16.92,-8.94,5.96,0,0,0,0,0.0
19.784,0.328,0.013,15.49,-9.36,4.93,0,0,0,0,0.0
19.814,0.352,0.013,17.25,-9.21,5.38,0,0,0,0,0.0
19.846,0.328,0.014,17.71,-9.29,6.34,0,0,0,0,0.0
19.867,0.331,0.006,16.22,-9.74,4.96,0,0,0,0,0.0
20.033,0.321,0.005,16.07,-9.4,5.72,0,0,0,0,0.0
20.057,0.348,0.007,15.82,-9.01,5.61,0,0,0,0,0.0
20.082,0.327,0.017,16.45,-9.38,5.74,0,0,0,0,0.0
20.114,0.321,0.009,15.37,-9.17,6.03,0,0,0,0,0.0
20.364,0.284,0.011,14.41,-9.01,4.59,0,0,0,0,0.0
20.392,0.293,0.025,14.67,-7.3,4.16,0,0,0,0,0.0
20.413,0.31,0.027,12.57,-7.67,5.6,0,0,0,0,0.0
20.441,0.288,0.015,11.15,-7.76,4.01,0,0,0,0,0.0
20.716,0.306,0.012,11.74,-7.58,5.96,0,0,0,0,0.0
20.748,0.302,0.019,7.78,-7.21,3.59,0,0,0,0,0.0
20.777,0.314,0.029,7.23,-6.87,5.49,0,0,0,0,0.0
20.803,0.342,0.017,7.4,-6.25,5.2,0,0,0,0,0.0
21.105,0.316,0.013,6.35,-6.09,5.03,0,0,0,0,0.0
21.129,0.322,0.009,5.81,-5.82,3.31,0,0,0,0,0.0
21.152,0.312,0.008,3.81,-5.68,0.53,0,0,0,0,0.0
21.175,0.324,0.016,4.15,-5.46,1.86,0,0,0,0,0.0
21.357,0.318,0.004,2.83,-5.57,1.86,0,0,0,0,0.0
21.381,0.33,0.011,21.68,-6.44,15.56,0,0,0,0,0.0
21.406,0.3,0.006,18.83,-6.56,17.98,0,0,0,0,0.0
21.428,0.317,0.01,0.92,-4.49,2.33,0,0,0,0,0.0
21.626,0.305,0.014,0.73,-4.02,4.45,0,0,0,0,0.0
21.647,0.318,0.008,1.16,-4.53,6.33,0,0,0,0,0.0
21.671,0.333,0.015,17.05,-6.4,20.11,0,0,0,0,0.0
21.691,0.332,0.023,17.19,-6.43,20.45,0,0,0,0,0.0
21.88,0.304,0.019,0.35,-4.42,4.43,0,0,0,0,0.0
21.906,0.325,0.008,0.25,-4.85,8.34,0,0,0,0,0.0
21.932,0.329,0.004,17.57,-6.36,14.52,0,0,0,0,0.0
21.958,0.32,0.009,2.32,-4.94,4.28,0,0,0,0,0.0
22.165,0.331,0.011,2.94,-4.56,3.65,0,0,0,0,0.0
22.189,0.301,0.012,1.93,-5.25,4.76,0,0,0,0,0.0
22.213,0.311,0.012,16.64,-6.19,14.73,0,0,0,0,0.0
22.237,0.322,0.012,2.5,-4.85,1.27,0,0,0,0,0.0
22.419,0.324,0.006,1.55,-5.25,4.8,0,0,0,0,0.0
22.447,0.317,0.015,3.56,-4.38,5.0,0,0,0,0,0.0
22.471,0.33,0.006,2.92,-4.6,0.49,0,0,0,0,0.0
22.492,0.335,0.007,17.02,-5.97,13.48,0,0,0,0,0.0
22.686,0.322,0.008,2.73,-4.14,2.22,0,0,0,0,0.0
22.711,0.317,0.007,1.31,-4.22,2.65,0,0,0,0,0.0
22.753,0.326,0.012,2.33,-4.09,1.15,0,0,0,0,0.0
22.789,0.319,0.011,2.14,-3.95,2.59,0,0,0,0,0.0
22.969,0.323,0.012,2.44,-4.18,3.49,0,0,0,0,0.0
22.988,0.32,0.009,18.65,-6.3,15.83,0,0,0,0,0.0
23.008,0.33,0.014,2.11,-3.47,1.23,0,0,0,0,0.0
23.033,0.317,0.015,1.86,-3.39,1.86,0,0,0,0,0.0
23.22,0.33,0.011,1.74,-4.2,2.84,0,0,0,0,0.0
23.243,0.326,0.017,1.32,-3.78,1.74,0,0,0,0,0.0
23.266,0.324,0.014,2.11,-4.26,2.38,0,0,0,0,0.0
23.291,0.324,0.028,2.84,-3.76,1.29,0,0,0,0,0.0
23.723,0.311,0.009,2.25,-3.8,0.89,0,0,0,0,0.0
23.756,0.328,0.01,2.16,-4.3,0.66,0,0,0,0,0.0
23.788,0.325,0.012,1.63,-4.51,0.83,0,0,0,0,0.0
23.815,0.336,0.011,2.97,-4.54,0.29,0,0,0,0,0.0
24.086,0.337,0.014,2.41,-4.29,-0.6,0,0,0,0,0.0
24.116,0.312,0.012,3.28,-4.7,-0.14,0,0,0,0,0.0
24.161,0.308,0.008,3.14,-4.28,-0.67,0,0,0,0,0.0
24.212,0.328,0.01,3.12,-3.94,0.35,0,0,0,0,0.0
24.596,0.343,0.013,3.01,-4.42,0.59,0,0,0,0,0.0
24.624,0.338,0.007,3.62,-4.64,-0.29,0,0,0,0,0.0
24.648,0.321,0.011,2.95,-4.85,2.41,0,0,0,0,0.0
24.679,0.324,0.015,3.26,-4.29,3.14,0,0,0,0,0.0
24.993,0.342,0.011,3.08,-4.82,1.85,0,0,0,0,0.0
25.021,0.317,0.015,4.05,-5.54,0.03,0,0,0,0,0.0
25.045,0.297,0.016,3.37,-6.39,1.97,0,0,0,0,0.0
25.074,0.302,0.009,4.15,-6.39,3.76,0,0,0,0,0.0
25.428,0.301,0.011,5.55,-6.1,5.13,0,0,0,0,0.0
25.453,0.302,0.01,6.58,-7.49,31.27,0,0,0,0,0.0
25.477,0.332,0.01,4.65,-7.89,8.57,0,0,0,0,0.0
25.5,0.304,0.009,6.07,-7.59,25.52,0,0,0,0,0.0
25.68,0.284,0.029,6.17,-7.17,25.18,0,0,0,0,0.0
25.706,0.256,0.009,-0.55,-6.6,7.41,0,0,0,0,0.0
25.735,0.23,0.002,0.26,-6.84,7.66,0,0,0,0,3.1
25.77,0.245,0.008,1.83,-6.42,5.54,0,0,0,0,2.1
26.007,0.228,0.012,-0.4,-6.28,5.43,0,0,0,0,4.8
26.028,0.254,0.007,-2.49,-6.87,4.83,0,0,0,0,0.0
26.051,0.266,0.006,-2.14,-6.97,5.65,0,0,0,0,0.0
26.075,0.245,0.004,-1.85,-6.06,7.05,0,0,0,0,1.4
26.345,0.269,0.004,-3.54,-5.61,5.39,0,0,0,0,0.0
26.372,0.263,0.004,-3.81,-7.16,4.4,0,0,0,0,0.0
26.397,0.24,0.007,-2.37,-7.6,6.04,0,0,0,0,1.9
26.426,0.27,0.007,-5.22,-7.51,5.25,0,0,0,0,0.0
26.686,0.271,0.003,-2.78,-7.72,2.49,0,0,0,0,0.0
26.711,0.339,0.007,-1.77,-8.5,2.28,0,0,0,0,0.0
26.747,0.301,0.003,0.11,-7.54,3.3,0,0,0,0,0.0
26.775,0.33,0.003,-1.11,-8.27,2.78,0,0,0,0,0.0
26.997,0.337,0.006,-0.94,-7.84,3.82,0,0,0,0,0.0
27.021,0.33,0.007,-0.19,-7.56,1.45,0,0,0,0,0.0
27.051,0.326,0.007,-1.5,-7.69,-1.3,0,0,0,0,0.0
27.08,0.348,0.004,-0.87,-7.62,1.19,0,0,0,0,0.0
27.331,0.318,0.006,-0.01,-7.8,1.36,0,0,0,0,0.0
27.353,0.34,0.013,3.92,-7.75,1.14,0,0,0,0,0.0
27.374,0.308,0.004,3.81,-7.49,1.19,0,0,0,0,0.0
27.412,0.309,0.007,3.88,-7.78,1.97,0,0,0,0,0.0
27.591,0.313,0.012,3.0,-8.69,2.87,0,0,0,0,0.0
27.614,0.301,0.009,2.77,-7.64,3.88,0,0,0,0,0.0
27.658,0.316,0.006,3.52,-7.38,5.43,0,0,0,0,0.0
27.682,0.312,0.011,1.73,-7.41,1.47,0,0,0,0,0.0
27.857,0.334,0.008,2.82,-7.33,1.62,0,0,0,0,0.0
27.881,0.322,0.004,2.13,-8.27,3.0,0,0,0,0,0.0
27.906,0.331,0.013,1.28,-8.15,2.66,0,0,0,0,0.0
27.928,0.334,0.008,1.67,-8.13,1.57,0,0,0,0,0.0
28.113,0.318,0.012,2.54,-7.89,-0.0,0,0,0,0,0.0
28.135,0.311,0.012,1.1,-7.66,1.67,0,0,0,0,0.0
28.16,0.313,0.013,0.77,-7.72,1.51,0,0,0,0,0.0
28.183,0.326,0.008,2.59,-7.44,1.99,0,0,0,0,0.0
28.372,0.322,0.01,1.41,-8.1,1.7,0,0,0,0,0.0
28.394,0.309,0.005,1.31,-6.98,1.65,0,0,0,0,0.0
28.416,0.342,0.006,-0.26,-6.91,-1.19,0,0,0,0,0.0
28.438,0.323,0.01,-1.18,-6.01,0.85,0,0,0,0,0.0
28.611,0.326,0.014,-0.69,-6.51,2.84,0,0,0,0,0.0
28.633,0.328,0.002,-3.88,-4.33,1.51,0,0,0,0,0.0
28.654,0.334,0.004,-5.76,-3.32,1.17,0,0,0,0,0.0
28.676,0.262,0.005,-6.75,-4.01,-1.83,0,0,0,0,0.0
28.857,0.29,0.002,-9.11,-2.32,-2.12,0,0,0,0,0.0
28.878,0.313,0.005,-8.49,-0.66,-1.83,0,0,0,0,0.0
28.898,0.32,0.062,-8.65,-0.69,-1.15,0,0,0,0,0.0
28.917,0.341,0.003,-7.0,-0.38,-2.3,0,0,0,0,0.0
29.072,0.34,0.005,-6.7,0.53,-2.26,0,0,0,0,0.0
29.092,0.35,0.002,-7.55,1.58,-0.22,0,0,0,0,0.0
29.11,0.339,0.009,-4.94,0.71,-0.88,0,0,0,0,0.0
29.138,0.337,0.017,-6.7,0.03,1.14,0,0,0,0,0.0
29.315,0.252,0.02,-5.27,-0.37,-1.6,0,0,0,0,0.0
29.337,0.295,0.042,-3.77,-1.58,-1.72,0,0,0,0,0.0
29.356,0.287,0.016,-4.04,-2.07,-0.1,0,0,0,0,0.0
29.38,0.309,0.073,-2.37,-1.69,-1.92,0,0,0,0,0.0
29.532,0.304,0.113,-2.62,-2.14,0.19,0,0,0,0,0.0
29.555,0.296,0.104,-2.03,-2.15,2.05,0,0,0,0,0.0
29.573,0.297,0.027,-1.7,-2.67,-0.07,0,0,0,0,0.0
29.593,0.298,0.019,-2.45,-2.58,0.96,0,0,0,0,0.0
29.739,0.293,0.084,-2.68,-3.03,0.5,0,0,0,0,0.0
29.765,0.296,0.041,-3.31,-3.49,-0.45,0,0,0,0,0.0
29.787,0.321,0.014,-1.86,-3.71,-2.88,0,0,0,0,0.0
29.806,0.319,0.015,-1.0,-3.94,-2.45,0,0,0,0,0.0
29.952,0.305,0.063,-0.25,-3.93,-2.55,0,0,0,0,0.0
29.973,0.254,0.019,0.08,-4.19,-2.69,0,0,0,0,0.0
29.992,0.199,0.026,-0.32,-5.01,-3.96,0,0,0,0,6.8
30.009,0.163,0.013,0.21,-4.67,-3.41,0,0,0,0,12.0
30.158,0.244,0.012,-0.19,-3.53,-3.83,0,0,0,0,3.0
30.176,0.297,0.077,1.59,-4.19,-1.72,0,0,0,0,0.0
30.199,0.315,0.012,1.38,-4.04,-3.03,0,0,0,0,0.0
30.22,0.313,0.021,0.3,-4.15,-1.65,0,0,0,0,0.0
30.395,0.3,0.017,1.16,-3.88,-3.87,0,0,0,0,0.0
30.416,0.312,0.009,1.61,-3.96,0.57,0,0,0,0,0.0
30.436,0.303,0.014,0.05,-4.8,-2.97,0,0,0,0,0.0
30.459,0.312,0.014,2.06,-4.78,-0.4,0,0,0,0,0.0
30.631,0.301,0.007,1.74,-4.17,-0.41,0,0,0,0,0.0
30.654,0.315,0.009,1.17,-3.91,-1.4,0,0,0,0,0.0
30.675,0.325,0.011,0.81,-3.21,0.07,0,0,0,0,0.0
30.698,0.336,0.013,0.61,-2.06,2.18,0,0,0,0,0.0
30.881,0.321,0.003,1.84,-2.16,3.29,0,0,0,0,0.0
30.907,0.293,0.011,10.24,-2.55,15.62,0,0,0,0,0.0
30.929,0.303,0.006,9.32,-1.73,19.55,0,0,0,0,0.0
30.952,0.304,0.014,0.48,-1.6,6.13,0,0,0,0,0.0
31.159,0.298,0.014,1.47,-1.26,5.16,0,0,0,0,0.0
31.182,0.317,0.008,8.97,-0.76,19.2,0,0,0,0,0.0
31.205,0.314,0.006,9.42,-1.18,16.84,0,0,0,0,0.0
31.225,0.32,0.006,0.98,-0.72,7.19,0,0,0,0,0.0
31.391,0.315,0.012,0.74,-1.03,6.66,0,0,0,0,0.0
31.411,0.326,0.009,1.56,-0.74,2.11,0,0,0,0,0.0
31.434,0.329,0.006,0.72,-0.31,1.69,0,0,0,0,0.0
31.459,0.352,0.008,1.4,-0.27,-0.12,0,0,0,0,0.0
31.626,0.323,0.008,1.22,-0.31,-1.15,0,0,0,0,0.0
31.65,0.338,0.011,2.02,-0.8,-0.9,0,0,0,0,0.0
31.67,0.352,0.011,0.92,-0.89,0.39,0,0,0,0,0.0
31.689,0.33,0.01,0.56,-0.3,-3.05,0,0,0,0,0.0
31.843,0.341,0.014,1.84,-0.75,-2.93,0,0,0,0,0.0
31.858,0.329,0.005,2.04,-1.19,-6.02,0,0,0,0,0.0
31.881,0.344,0.006,2.89,-1.22,-4.27,0,0,0,0,0.0
31.904,0.333,0.01,1.84,-1.2,-5.62,0,0,0,0,0.0
32.053,0.322,0.005,1.99,-1.6,-8.78,0,0,0,0,0.0
32.073,0.314,0.005,-1.68,-2.72,-5.96,0,0,0,0,0.0
32.092,0.321,0.012,-1.75,-1.89,-5.66,0,0,0,0,0.0
32.111,0.307,0.003,0.03,-2.49,-7.27,0,0,0,0,0.0
32.254,0.291,0.009,0.28,-2.38,-7.55,0,0,0,0,0.0
32.275,0.34,0.008,2.6,-1.52,-9.98,0,0,0,0,0.0
32.294,0.31,0.011,0.84,-2.7,-9.04,0,0,0,0,0.0
32.323,0.303,0.008,-0.4,-1.45,-8.43,0,0,0,0,0.0
32.475,0.306,0.009,0.46,-2.21,-9.83,0,0,0,0,0.0
32.498,0.319,0.01,-0.06,-2.79,-8.22,0,0,0,0,0.0
32.521,0.303,0.011,0.7,-2.32,-8.6,0,0,0,0,0.0
32.539,0.311,0.01,1.56,-3.31,-7.6,0,0,0,0,0.0
32.689,0.32,0.015,1.52,-2.59,-6.07,0,0,0,0,0.0
32.709,0.323,0.016,2.73,-2.81,-9.31,0,0,0,0,0.0
32.731,0.307,0.011,1.46,-3.0,-5.84,0,0,0,0,0.0
32.751,0.332,0.01,3.22,-2.83,-5.58,0,0,0,0,0.0
32.895,0.334,0.013,3.72,-2.53,-6.37,0,0,0,0,0.0
32.915,0.251,0.008,7.38,-4.4,-10.28,0,0,0,0,0.0
32.938,0.274,0.008,10.09,-5.05,-8.64,0,0,0,0,0.0
32.958,0.26,0.01,8.76,-4.91,-6.63,0,0,0,0,0.0
33.114,0.286,0.006,9.57,-4.2,-7.55,0,0,0,0,0.0
33.139,0.302,0.012,13.68,-4.69,-7.47,0,0,0,0,0.0
33.16,0.292,0.007,13.92,-4.8,-7.41,0,0,0,0,0.0
33.182,0.301,0.007,13.46,-4.88,-7.09,0,0,0,0,0.0
33.339,0.306,0.006,12.3,-4.88,-7.46,0,0,0,0,0.0
33.356,0.259,0.009,9.81,-4.59,-5.93,0,0,0,0,0.0
33.374,0.261,0.008,10.83,-4.15,-6.24,0,0,0,0,0.0
33.398,0.264,0.008,10.27,-4.41,-5.84,0,0,0,0,0.0
33.545,0.255,0.01,10.19,-4.58,-5.01,0,0,0,0,0.0
33.569,0.267,0.007,9.92,-4.49,-3.72,0,0,0,0,0.0
33.59,0.258,0.005,9.75,-4.43,-3.83,0,0,0,0,0.0
33.607,0.244,0.003,9.48,-3.92,-0.92,0,0,0,0,1.4
33.758,0.255,0.004,8.12,-3.56,0.35,0,0,0,0,0.0
33.777,0.259,0.004,5.44,-1.29,7.83,0,0,0,0,0.0
33.796,0.265,0.005,3.87,-0.91,5.25,0,0,0,0,0.0
33.841,0.274,0.004,1.93,-0.65,6.57,0,0,0,0,0.0
34.006,0.278,0.005,15.73,-1.12,12.67,0,0,0,0,0.0
34.026,0.294,0.008,1.12,-0.24,6.17,0,0,0,0,0.0
34.043,0.278,0.007,-0.0,0.06,5.94,0,0,0,0,0.0
